LoanID,Fraud,Loan Provider,Gender,OwnsCar,OwnsProperty,NumberOfChildren,AnnualIncome,TotalCredit,MonthlyPayments,SecurityDeposit,LatePaymentAmount,Occupation,Education,RiskLevel,MartialStatus,HouseType,NumberOfAccounts,CreditScore,CustomerAge,IncomeTaxDefault,NumberOfBankAccounts,ApplicationDay,HourOfDayApplied,ExperianRating
238434,0,Cash loans,M,1,0,0,162000.0,1546020.0,44437.5,1350000.0,53950,Working,Secondary / secondary special,HighRisk,Married,House / apartment,20,45,44,0,42,WEDNESDAY,10,127.0
246718,0,Cash loans,M,0,1,0,130500.0,706500.0,23476.5,706500.0,44517,Working,Secondary / secondary special,LowRisk,Married,House / apartment,6,241,58,0,29,WEDNESDAY,9,283.8
444443,0,Cash loans,M,0,1,0,135000.0,610335.0,25785.0,463500.0,30067,Working,Secondary / secondary special,,Married,House / apartment,0,345,33,0,31,MONDAY,12,367.0
198060,0,Loans Now,F,0,1,1,135000.0,270000.0,13500.0,270000.0,32936,Commercial associate,Incomplete higher,Risk,Civil marriage,House / apartment,10,315,38,0,19,TUESDAY,15,343.0
304507,0,Cash loans,F,0,1,0,135000.0,144486.0,7506.0,103500.0,34143,Pensioner,Secondary / secondary special,LowRisk,Widow,House / apartment,21,153,37,0,13,WEDNESDAY,7,213.4
441696,0,Cash loans,F,0,0,0,337500.0,675000.0,41296.5,675000.0,52364,Working,Higher education,,Civil marriage,House / apartment,6,473,35,1,38,TUESDAY,16,469.4
428320,0,Loans Now,F,1,0,0,135000.0,337500.0,16875.0,337500.0,61625,Working,Secondary / secondary special,HighRisk,Married,House / apartment,16,471,48,1,2,SUNDAY,13,467.8
147145,0,Cash loans,M,0,1,0,180000.0,398160.0,31585.5,315000.0,53442,Working,Secondary / secondary special,Risk,Married,House / apartment,13,676,45,0,9,THURSDAY,9,631.8
261149,0,Cash loans,M,1,1,1,126000.0,640764.0,20799.0,459000.0,5443,Working,Secondary / secondary special,Risk,Married,House / apartment,15,750,45,0,9,TUESDAY,13,691.0
231822,0,Cash loans,F,1,0,2,225000.0,781920.0,33259.5,675000.0,9981,Commercial associate,Secondary / secondary special,,Married,House / apartment,0,201,74,0,28,TUESDAY,14,251.8
288740,0,Cash loans,F,0,0,0,225000.0,497520.0,32391.0,450000.0,74647,Commercial associate,Incomplete higher,LowRisk,Single / not married,House / apartment,7,29,53,0,21,MONDAY,15,114.2
330080,0,Cash loans,F,0,0,0,270000.0,904500.0,29178.0,904500.0,42835,Working,Incomplete higher,LowRisk,Single / not married,House / apartment,21,572,72,0,12,FRIDAY,13,548.6
356739,0,Cash loans,M,1,1,0,225000.0,728460.0,71095.5,675000.0,41984,Working,Secondary / secondary special,HighRisk,Married,House / apartment,10,214,35,0,11,WEDNESDAY,15,262.2
194631,0,Cash loans,M,0,0,0,112500.0,45000.0,4774.5,45000.0,76560,Working,Secondary / secondary special,LowRisk,Married,House / apartment,0,601,41,0,34,MONDAY,18,571.8
146538,0,Cash loans,F,0,0,0,112500.0,979992.0,28782.0,702000.0,39307,Working,Secondary / secondary special,,Married,House / apartment,14,376,42,1,24,WEDNESDAY,15,391.8
440707,0,Cash loans,M,1,0,0,135000.0,323194.5,20785.5,279000.0,73334,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,21,447,37,0,30,FRIDAY,10,448.6
261774,0,Cash loans,F,1,0,0,180000.0,729396.0,49792.5,688500.0,46899,Working,Higher education,,Single / not married,Rented apartment,0,414,65,0,17,TUESDAY,12,422.2
100944,0,Cash loans,M,0,0,1,189000.0,1054935.0,44824.5,904500.0,47523,Working,Secondary / secondary special,HighRisk,Married,House / apartment,11,369,67,1,14,FRIDAY,6,386.2
402813,1,Cash loans,F,0,1,0,72000.0,271066.5,12069.0,234000.0,52589,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,15,111,41,1,27,MONDAY,12,179.8
169703,0,Cash loans,F,0,0,0,139500.0,540000.0,16371.0,540000.0,26506,Pensioner,Secondary / secondary special,,Single / not married,House / apartment,12,291,33,1,16,THURSDAY,7,323.8
281140,0,Cash loans,F,0,0,0,90000.0,569673.0,21604.5,400500.0,75266,Working,Secondary / secondary special,LowRisk,Single / not married,With parents,18,393,60,1,41,WEDNESDAY,9,405.4
289529,0,Cash loans,M,1,1,0,90000.0,269550.0,12001.5,225000.0,21394,Working,Secondary / secondary special,,Married,House / apartment,7,605,52,1,12,WEDNESDAY,9,575.0
357641,0,Cash loans,M,0,1,0,112500.0,314055.0,13963.5,238500.0,4778,Pensioner,Secondary / secondary special,,Married,House / apartment,16,157,55,1,36,SATURDAY,7,216.6
233267,0,Cash loans,F,0,1,0,225000.0,412942.5,44604.0,373500.0,57695,Working,Lower secondary,HighRisk,Married,House / apartment,4,455,51,1,19,MONDAY,12,455.0
253423,0,Cash loans,F,0,1,0,180000.0,1006920.0,42790.5,900000.0,66588,Pensioner,Higher education,LowRisk,Married,House / apartment,12,492,35,1,10,WEDNESDAY,15,484.6
208377,0,Cash loans,F,1,1,0,90000.0,254700.0,24939.0,225000.0,57545,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,5,702,54,0,21,SATURDAY,11,652.6
322228,0,Cash loans,M,1,1,0,270000.0,472500.0,48546.0,454500.0,9624,Working,Secondary / secondary special,Risk,Married,House / apartment,14,560,53,1,37,TUESDAY,14,539.0
344740,0,Loans Now,M,1,0,1,202500.0,180000.0,9000.0,180000.0,62012,Working,Secondary / secondary special,HighRisk,Married,House / apartment,8,728,59,0,24,TUESDAY,12,673.4
362729,0,Cash loans,F,1,1,0,135000.0,824823.0,24246.0,688500.0,81766,Working,Secondary / secondary special,Risk,Married,House / apartment,2,285,72,0,38,MONDAY,11,319.0
106051,0,Cash loans,F,0,0,0,99000.0,134775.0,5706.0,112500.0,76586,Pensioner,Higher education,Risk,Married,House / apartment,6,135,60,0,33,SATURDAY,12,199.0
333437,0,Cash loans,F,0,1,0,117000.0,677664.0,28615.5,585000.0,73254,Working,Secondary / secondary special,Risk,Married,House / apartment,5,760,53,0,39,TUESDAY,11,699.0
443966,0,Cash loans,F,0,0,1,315000.0,755190.0,29947.5,675000.0,9650,State servant,Secondary / secondary special,LowRisk,Married,Municipal apartment,14,607,64,1,24,SATURDAY,15,576.6
449477,0,Cash loans,M,0,0,0,54000.0,276277.5,10368.0,238500.0,20046,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,16,287,47,0,26,TUESDAY,11,320.6
128902,0,Cash loans,F,0,1,0,225000.0,689742.0,29353.5,616500.0,20237,Pensioner,Higher education,Risk,Widow,House / apartment,1,599,75,1,27,TUESDAY,9,570.2
373628,0,Loans Now,M,1,1,0,382500.0,450000.0,22500.0,450000.0,5552,Working,Secondary / secondary special,LowRisk,Married,House / apartment,6,330,47,0,5,FRIDAY,10,355.0
188377,0,Cash loans,M,0,0,0,90000.0,376920.0,20443.5,270000.0,52809,Working,Incomplete higher,Risk,Married,House / apartment,0,358,50,0,28,FRIDAY,13,377.4
359977,0,Cash loans,F,0,1,1,112500.0,373500.0,10399.5,225000.0,81392,Commercial associate,Secondary / secondary special,Risk,Single / not married,House / apartment,13,554,32,0,27,SATURDAY,17,534.2
362717,0,Loans Now,F,0,1,2,81000.0,315000.0,15750.0,67500.0,19406,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,2,339,32,0,42,THURSDAY,12,362.2
212885,1,Cash loans,M,1,1,0,238500.0,543037.5,43033.5,463500.0,60002,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,21,61,53,1,5,MONDAY,19,139.8
349372,0,Cash loans,F,0,1,0,121500.0,900000.0,26446.5,900000.0,68173,Commercial associate,Secondary / secondary special,,Civil marriage,House / apartment,4,730,31,0,37,TUESDAY,9,675.0
278100,0,Cash loans,M,0,1,0,40500.0,53910.0,3964.5,45000.0,29402,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,11,93,71,0,14,TUESDAY,11,165.4
317148,0,Cash loans,F,0,0,0,247500.0,216144.0,8275.5,171000.0,22892,Pensioner,Secondary / secondary special,LowRisk,Separated,House / apartment,19,423,53,0,4,TUESDAY,15,429.4
367961,0,Cash loans,M,0,1,1,112500.0,352044.0,16542.0,247500.0,727,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,4,547,37,0,39,MONDAY,14,528.6
404699,0,Cash loans,F,0,1,0,135000.0,254700.0,25321.5,225000.0,18814,Pensioner,Secondary / secondary special,Risk,Widow,House / apartment,16,421,57,0,20,TUESDAY,11,427.8
262123,0,Cash loans,F,0,1,0,112500.0,900000.0,38263.5,900000.0,61246,Working,Secondary / secondary special,Risk,Married,House / apartment,12,20,72,0,27,WEDNESDAY,13,107.0
249391,0,Cash loans,F,0,0,0,202500.0,675000.0,21906.0,675000.0,59094,Commercial associate,Secondary / secondary special,,Single / not married,Rented apartment,20,552,43,0,9,THURSDAY,15,532.6
371213,0,Cash loans,F,0,1,0,157500.0,512064.0,16353.0,360000.0,10290,Pensioner,Secondary / secondary special,LowRisk,Widow,House / apartment,4,147,32,0,12,FRIDAY,16,208.6
327945,0,Cash loans,F,0,1,0,216900.0,555273.0,16366.5,463500.0,7794,Pensioner,Secondary / secondary special,,Widow,House / apartment,5,118,43,0,45,WEDNESDAY,15,185.4
256975,0,Cash loans,F,0,0,0,135000.0,1159515.0,30717.0,1012500.0,39302,Working,Secondary / secondary special,HighRisk,Civil marriage,House / apartment,19,124,62,0,3,SATURDAY,17,190.2
258564,0,Cash loans,F,0,1,0,76500.0,67765.5,7249.5,58500.0,55936,Pensioner,Secondary / secondary special,Risk,Widow,House / apartment,21,58,48,0,26,SATURDAY,12,137.4
294539,0,Cash loans,F,0,0,2,202500.0,446931.0,29227.5,369000.0,72104,Working,Secondary / secondary special,LowRisk,Married,House / apartment,15,683,54,0,45,SATURDAY,11,637.4
388427,1,Cash loans,F,0,1,1,90000.0,549882.0,17869.5,459000.0,55874,Working,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,20,97,55,0,44,TUESDAY,11,168.6
301495,0,Cash loans,M,0,1,0,90000.0,518562.0,25078.5,463500.0,41931,Commercial associate,Secondary / secondary special,HighRisk,Married,House / apartment,11,656,49,1,11,THURSDAY,13,615.8
131068,0,Cash loans,M,1,0,0,180000.0,1467612.0,58333.5,1350000.0,1266,Working,Secondary / secondary special,,Married,Municipal apartment,11,68,55,1,19,TUESDAY,8,145.4
410700,0,Cash loans,F,0,1,0,135000.0,1078200.0,31653.0,900000.0,38530,Working,Secondary / secondary special,,Single / not married,House / apartment,6,262,69,0,38,FRIDAY,12,300.6
435931,0,Cash loans,F,1,1,0,112500.0,679500.0,45724.5,679500.0,36831,Commercial associate,Secondary / secondary special,HighRisk,Married,House / apartment,15,241,71,0,40,SATURDAY,9,283.8
312018,0,Cash loans,M,1,1,1,162000.0,514602.0,48991.5,495000.0,54948,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,6,560,55,0,34,MONDAY,14,539.0
356751,0,Cash loans,F,0,1,2,202500.0,407520.0,32328.0,360000.0,45292,Working,Lower secondary,LowRisk,Married,House / apartment,11,70,45,0,6,THURSDAY,10,147.0
168393,0,Cash loans,F,0,0,0,58500.0,135000.0,14454.0,135000.0,45694,Working,Secondary / secondary special,LowRisk,Married,With parents,10,94,38,0,38,FRIDAY,19,166.2
419301,0,Cash loans,F,0,1,0,112500.0,454500.0,18153.0,454500.0,72268,Working,Secondary / secondary special,,Widow,House / apartment,21,772,36,0,42,TUESDAY,8,708.6
103306,0,Cash loans,M,1,0,0,121500.0,490536.0,23989.5,405000.0,38993,Commercial associate,Secondary / secondary special,HighRisk,Married,Office apartment,16,220,44,1,9,WEDNESDAY,3,267.0
122742,0,Cash loans,F,0,1,0,130500.0,157500.0,8172.0,157500.0,22888,Working,Secondary / secondary special,HighRisk,Married,House / apartment,3,253,37,0,4,WEDNESDAY,15,293.4
217643,0,Cash loans,M,1,0,0,315000.0,1293165.0,41845.5,1012500.0,37687,Working,Secondary / secondary special,LowRisk,Married,House / apartment,10,212,43,0,36,WEDNESDAY,13,260.6
296191,0,Cash loans,F,0,1,0,135000.0,544068.0,20641.5,382500.0,73136,Working,Secondary / secondary special,LowRisk,Separated,House / apartment,8,510,68,0,34,WEDNESDAY,15,499.0
300800,0,Cash loans,F,0,1,0,112500.0,229500.0,13302.0,229500.0,69652,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,9,473,61,0,15,SATURDAY,12,469.4
441713,0,Cash loans,M,1,1,2,112500.0,135000.0,9954.0,135000.0,3037,Working,Secondary / secondary special,Risk,Married,House / apartment,13,421,32,1,13,TUESDAY,10,427.8
188683,0,Cash loans,M,0,1,1,225000.0,254700.0,30357.0,225000.0,78589,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,17,347,48,0,11,MONDAY,4,368.6
245264,0,Cash loans,F,1,1,2,270000.0,612612.0,26086.5,495000.0,20694,Working,Higher education,Risk,Married,House / apartment,6,631,66,0,2,WEDNESDAY,11,595.8
380809,0,Cash loans,M,1,1,2,180000.0,704844.0,34038.0,630000.0,16794,Working,Secondary / secondary special,LowRisk,Married,House / apartment,7,310,72,0,10,TUESDAY,15,339.0
214615,0,Cash loans,F,0,0,1,225000.0,364896.0,26077.5,315000.0,8154,Working,Secondary / secondary special,Risk,Married,House / apartment,5,306,62,0,40,WEDNESDAY,18,335.8
362235,0,Cash loans,F,0,1,0,112500.0,760225.5,30280.5,679500.0,58488,Commercial associate,Secondary / secondary special,,Married,House / apartment,10,509,67,0,2,WEDNESDAY,10,498.2
317466,0,Cash loans,M,0,1,0,121500.0,723996.0,30802.5,585000.0,68402,Working,Secondary / secondary special,,Married,Municipal apartment,6,624,71,0,33,MONDAY,14,590.2
289336,0,Cash loans,F,0,0,0,72000.0,601470.0,32760.0,450000.0,51876,Working,Secondary / secondary special,,Married,House / apartment,2,87,58,0,19,WEDNESDAY,8,160.6
331223,0,Cash loans,M,0,0,0,292500.0,239850.0,25447.5,225000.0,21705,Commercial associate,Incomplete higher,Risk,Single / not married,House / apartment,7,672,74,1,41,FRIDAY,10,628.6
438499,0,Cash loans,F,1,1,0,112500.0,545040.0,35617.5,450000.0,70007,Working,Secondary / secondary special,Risk,Married,House / apartment,2,207,33,0,25,MONDAY,12,256.6
320706,0,Cash loans,M,1,0,0,112500.0,1350000.0,37255.5,1350000.0,37292,Working,Secondary / secondary special,HighRisk,Married,House / apartment,13,720,59,0,9,SATURDAY,16,667.0
345556,0,Cash loans,F,0,0,0,112500.0,1078200.0,31522.5,900000.0,70173,Working,Secondary / secondary special,,Married,House / apartment,11,514,41,0,18,MONDAY,11,502.2
249385,1,Cash loans,F,0,0,3,157500.0,938304.0,31140.0,810000.0,75664,Working,Secondary / secondary special,Risk,Married,House / apartment,20,211,30,1,4,WEDNESDAY,12,259.8
200436,0,Cash loans,F,1,1,0,90000.0,605439.0,26797.5,481500.0,32635,Pensioner,Secondary / secondary special,,Married,House / apartment,2,55,49,0,17,SATURDAY,10,135.0
110248,0,Cash loans,F,0,1,0,198000.0,422235.0,21685.5,364500.0,61905,Pensioner,Higher education,LowRisk,Separated,Municipal apartment,6,725,37,0,23,FRIDAY,14,671.0
234000,1,Cash loans,F,0,1,2,85500.0,125640.0,8626.5,90000.0,55814,Commercial associate,Secondary / secondary special,LowRisk,Married,With parents,17,199,53,0,45,TUESDAY,14,250.2
126343,0,Cash loans,M,1,1,2,247500.0,1078200.0,38331.0,900000.0,52483,Working,Secondary / secondary special,Risk,Married,House / apartment,12,109,55,1,7,MONDAY,13,178.2
276002,0,Cash loans,M,0,1,0,180000.0,225000.0,18171.0,225000.0,9985,Commercial associate,Higher education,,Single / not married,House / apartment,0,497,55,1,6,FRIDAY,16,488.6
397600,0,Cash loans,M,1,1,0,112500.0,401386.5,31189.5,346500.0,44507,Working,Secondary / secondary special,,Single / not married,House / apartment,10,436,37,0,10,FRIDAY,14,439.8
396487,0,Cash loans,M,1,1,2,135000.0,338832.0,20475.0,292500.0,9520,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,0,521,52,1,10,TUESDAY,11,507.8
361358,0,Cash loans,F,1,0,0,135000.0,269550.0,17820.0,225000.0,49921,Working,Higher education,LowRisk,Married,House / apartment,3,541,63,0,25,SATURDAY,12,523.8
231216,0,Cash loans,F,1,1,1,157500.0,74628.0,8986.5,67500.0,28913,Working,Secondary / secondary special,LowRisk,Married,House / apartment,5,110,55,0,18,WEDNESDAY,9,179.0
245745,1,Cash loans,F,0,1,0,225000.0,562491.0,23962.5,454500.0,74797,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,12,80,44,1,11,WEDNESDAY,15,155.0
218842,0,Loans Now,F,0,1,2,135000.0,270000.0,13500.0,270000.0,24127,Working,Secondary / secondary special,,Married,House / apartment,2,564,61,0,1,SATURDAY,14,542.2
374236,0,Cash loans,F,0,1,0,67500.0,269550.0,20281.5,225000.0,30454,Pensioner,Secondary / secondary special,Risk,Single / not married,House / apartment,12,109,37,0,29,FRIDAY,11,178.2
204759,0,Cash loans,F,0,1,0,180000.0,855000.0,33907.5,855000.0,75174,Working,Secondary / secondary special,,Married,House / apartment,5,382,46,0,21,THURSDAY,7,396.6
433973,1,Cash loans,F,0,1,0,135000.0,450000.0,32877.0,450000.0,70141,State servant,Secondary / secondary special,Risk,Married,House / apartment,16,101,26,1,8,WEDNESDAY,16,171.8
277813,0,Cash loans,F,0,1,1,90000.0,119925.0,13657.5,112500.0,54297,Commercial associate,Secondary / secondary special,,Married,House / apartment,8,628,33,0,40,THURSDAY,11,593.4
277309,0,Cash loans,M,1,0,0,225000.0,1201207.5,38880.0,940500.0,49263,State servant,Secondary / secondary special,,Married,Municipal apartment,10,474,70,1,4,THURSDAY,11,470.2
362828,0,Cash loans,F,0,1,1,247500.0,521280.0,26743.5,450000.0,57223,Commercial associate,Incomplete higher,HighRisk,Civil marriage,House / apartment,8,233,70,0,16,MONDAY,18,277.4
281462,0,Cash loans,F,0,0,1,202500.0,585000.0,22797.0,585000.0,62114,Commercial associate,Secondary / secondary special,,Separated,With parents,13,745,39,0,2,MONDAY,11,687.0
179500,0,Cash loans,F,1,1,0,112500.0,1078200.0,31522.5,900000.0,72050,Working,Higher education,,Single / not married,House / apartment,15,599,44,0,27,THURSDAY,14,570.2
165331,0,Cash loans,F,0,1,1,225000.0,573408.0,25389.0,495000.0,15127,State servant,Higher education,LowRisk,Separated,House / apartment,9,763,38,0,19,TUESDAY,13,701.4
419438,0,Cash loans,F,0,1,0,36000.0,436032.0,16564.5,360000.0,63291,Pensioner,Secondary / secondary special,,Married,House / apartment,2,722,64,1,20,FRIDAY,10,668.6
221671,0,Cash loans,F,0,1,0,256500.0,819792.0,36238.5,720000.0,28223,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,20,680,70,0,6,MONDAY,17,635.0
387633,0,Loans Now,F,1,1,1,225000.0,585000.0,29250.0,585000.0,15778,Commercial associate,Higher education,,Married,House / apartment,4,117,41,0,28,TUESDAY,11,184.6
164295,0,Cash loans,F,0,0,2,112500.0,343800.0,16155.0,225000.0,48497,State servant,Secondary / secondary special,,Married,House / apartment,16,408,37,0,24,FRIDAY,16,417.4
355416,0,Cash loans,F,1,1,1,67500.0,180000.0,12028.5,180000.0,57346,Commercial associate,Secondary / secondary special,,Married,House / apartment,15,250,43,0,27,FRIDAY,11,291.0
195102,0,Cash loans,M,0,1,0,135000.0,481176.0,24696.0,360000.0,74216,Commercial associate,Secondary / secondary special,LowRisk,Married,House / apartment,6,215,74,0,14,TUESDAY,14,263.0
386681,0,Cash loans,F,0,1,0,72000.0,206280.0,9616.5,135000.0,57465,Working,Higher education,LowRisk,Single / not married,House / apartment,21,530,65,0,39,THURSDAY,11,515.0
387131,0,Cash loans,F,1,1,0,67500.0,808650.0,26086.5,675000.0,77411,Pensioner,Secondary / secondary special,LowRisk,Single / not married,House / apartment,10,216,39,0,15,THURSDAY,9,263.8
428482,0,Cash loans,F,1,1,0,148500.0,1266520.5,67477.5,1197000.0,22029,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,20,752,72,0,27,SUNDAY,13,692.6
414365,0,Cash loans,M,1,1,0,144000.0,450000.0,53536.5,450000.0,12307,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,12,378,48,0,35,WEDNESDAY,9,393.4
410478,0,Cash loans,F,1,1,1,112500.0,129519.0,13599.0,121500.0,63798,Working,Secondary / secondary special,LowRisk,Married,House / apartment,17,169,75,0,19,WEDNESDAY,9,226.2
338141,0,Cash loans,F,1,1,1,180000.0,1350000.0,39474.0,1350000.0,52527,Working,Secondary / secondary special,Risk,Married,With parents,11,357,32,0,35,FRIDAY,16,376.6
405414,0,Cash loans,F,0,1,0,157500.0,755190.0,30078.0,675000.0,80182,Pensioner,Secondary / secondary special,Risk,Widow,House / apartment,13,298,30,0,33,TUESDAY,6,329.4
182205,0,Cash loans,M,0,1,0,90000.0,143910.0,15241.5,135000.0,56547,Working,Secondary / secondary special,HighRisk,Married,House / apartment,15,76,32,1,26,SATURDAY,11,151.8
422092,0,Cash loans,F,0,1,1,45000.0,526491.0,21267.0,454500.0,76837,Working,Secondary / secondary special,,Civil marriage,House / apartment,19,281,40,0,2,FRIDAY,10,315.8
180346,0,Loans Now,M,1,1,0,202500.0,270000.0,13500.0,270000.0,74263,Commercial associate,Higher education,Risk,Married,House / apartment,0,219,60,0,32,FRIDAY,17,266.2
